exp_name,dataset,alpha,lambda_scale,epoch,nfe,fid,status
fteqm_0.70,cifar10,0.7,auto,599,10,17.232921600341797,completed
fteqm_0.70,cifar10,0.7,auto,599,20,7.561140537261963,completed
fteqm_0.70,cifar10,0.7,auto,599,50,6.282735347747803,completed
fteqm_0.70,cifar10,0.7,auto,599,100,6.365590572357178,completed
fteqm_0.70,cifar10,0.7,auto,699,4,160.6339569091797,completed
fteqm_0.70,cifar10,0.7,auto,699,10,20.62485122680664,completed
fteqm_0.70,cifar10,0.7,auto,699,20,7.876215934753418,completed
fteqm_0.70,cifar10,0.7,auto,699,50,5.312510013580322,completed
fteqm_0.70,cifar10,0.7,auto,699,100,5.224034786224365,completed
fteqm_0.70,cifar10,0.7,auto,799,4,159.23541259765625,completed
fteqm_0.70,cifar10,0.7,auto,799,10,19.382463455200195,completed
fteqm_0.70,cifar10,0.7,auto,799,20,7.009549617767334,completed
fteqm_0.70,cifar10,0.7,auto,799,50,4.810152530670166,completed
fteqm_0.70,cifar10,0.7,auto,799,100,4.754013538360596,completed
fteqm_0.70,cifar10,0.7,auto,899,4,162.7735137939453,completed
fteqm_0.70,cifar10,0.7,auto,899,10,19.594024658203125,completed
fteqm_0.70,cifar10,0.7,auto,899,20,10.46203327178955,completed
fteqm_0.70,cifar10,0.7,auto,899,50,5.978748798370361,completed
fteqm_0.70,cifar10,0.7,auto,899,100,5.976337909698486,completed
fteqm_0.80,cifar10,0.8,auto,99,4,363.9885559082031,completed
fteqm_0.80,cifar10,0.8,auto,99,10,59.9446907043457,completed
fteqm_0.80,cifar10,0.8,auto,99,20,21.853824615478516,completed
fteqm_0.80,cifar10,0.8,auto,99,50,19.40757179260254,completed
fteqm_0.80,cifar10,0.8,auto,99,100,19.312702178955078,completed
fteqm_0.80,cifar10,0.8,auto,199,4,359.25982666015625,completed
fteqm_0.80,cifar10,0.8,auto,199,10,60.70510482788086,completed
fteqm_0.80,cifar10,0.8,auto,199,20,15.808613777160645,completed
fteqm_0.80,cifar10,0.8,auto,199,50,12.115155220031738,completed
fteqm_0.80,cifar10,0.8,auto,199,100,11.804097175598145,completed
fteqm_0.80,cifar10,0.8,auto,299,4,357.7888488769531,completed
fteqm_0.80,cifar10,0.8,auto,299,10,54.9387092590332,completed
fteqm_0.80,cifar10,0.8,auto,299,20,13.84896183013916,completed
fteqm_0.80,cifar10,0.8,auto,299,50,11.054317474365234,completed
fteqm_0.80,cifar10,0.8,auto,299,100,10.804947853088379,completed
fteqm_0.80,cifar10,0.8,auto,399,4,356.47735595703125,completed
fteqm_0.80,cifar10,0.8,auto,399,10,54.070831298828125,completed
fteqm_0.80,cifar10,0.8,auto,399,20,12.96619987487793,completed
fteqm_0.80,cifar10,0.8,auto,399,50,9.989837646484375,completed
fteqm_0.80,cifar10,0.8,auto,399,100,9.717622756958008,completed
fteqm_0.80,cifar10,0.8,auto,499,4,356.38037109375,completed
fteqm_0.80,cifar10,0.8,auto,499,10,60.61600875854492,completed
fteqm_0.80,cifar10,0.8,auto,499,20,11.299840927124023,completed
fteqm_0.80,cifar10,0.8,auto,499,50,7.450619697570801,completed
fteqm_0.80,cifar10,0.8,auto,499,100,7.157833099365234,completed
fteqm_0.80,cifar10,0.8,auto,599,4,349.2236022949219,completed
fteqm_0.80,cifar10,0.8,auto,599,10,50.67685317993164,completed
fteqm_0.80,cifar10,0.8,auto,599,20,8.625582695007324,completed
fteqm_0.80,cifar10,0.8,auto,599,50,6.057718753814697,completed
fteqm_0.80,cifar10,0.8,auto,599,100,5.917325019836426,completed
fteqm_0.80,cifar10,0.8,auto,699,4,355.6643981933594,completed
fteqm_0.80,cifar10,0.8,auto,699,10,49.57840347290039,completed
fteqm_0.80,cifar10,0.8,auto,699,20,6.818856716156006,completed
fteqm_0.80,cifar10,0.8,auto,699,50,5.076518535614014,completed
fteqm_0.80,cifar10,0.8,auto,699,100,5.1054182052612305,completed
fteqm_0.80,cifar10,0.8,auto,799,4,352.8982849121094,completed
fteqm_0.80,cifar10,0.8,auto,799,10,57.93761444091797,completed
fteqm_0.80,cifar10,0.8,auto,799,20,10.565043449401855,completed
fteqm_0.80,cifar10,0.8,auto,799,50,6.302738189697266,completed
fteqm_0.80,cifar10,0.8,auto,799,100,5.943953037261963,completed
fteqm_0.80,cifar10,0.8,auto,899,4,353.9598388671875,completed
fteqm_0.80,cifar10,0.8,auto,899,10,55.854957580566406,completed
fteqm_0.80,cifar10,0.8,auto,899,20,8.697513580322266,completed
fteqm_0.80,cifar10,0.8,auto,899,50,5.357264041900635,completed
fteqm_0.80,cifar10,0.8,auto,899,100,5.150838851928711,completed
fteqm_0.90,cifar10,0.9,auto,99,4,348.32232666015625,completed
fteqm_0.90,cifar10,0.9,auto,99,10,145.6534881591797,completed
fteqm_0.90,cifar10,0.9,auto,99,20,38.946746826171875,completed
fteqm_0.90,cifar10,0.9,auto,99,50,21.504661560058594,completed
fteqm_0.90,cifar10,0.9,auto,99,100,19.988431930541992,completed
fteqm_0.90,cifar10,0.9,auto,199,4,382.4984130859375,completed
fteqm_0.90,cifar10,0.9,auto,199,10,174.12806701660156,completed
fteqm_0.90,cifar10,0.9,auto,199,20,29.93086051940918,completed
fteqm_0.90,cifar10,0.9,auto,199,50,16.165868759155273,completed
fteqm_0.90,cifar10,0.9,auto,199,100,14.628334045410156,completed
fteqm_0.90,cifar10,0.9,auto,299,4,398.2825012207031,completed
fteqm_0.90,cifar10,0.9,auto,299,10,179.47183227539062,completed
fteqm_0.90,cifar10,0.9,auto,299,20,26.557130813598633,completed
fteqm_0.90,cifar10,0.9,auto,299,50,13.199163436889648,completed
fteqm_0.90,cifar10,0.9,auto,299,100,11.557637214660645,completed
fteqm_0.90,cifar10,0.9,auto,399,4,408.5618896484375,completed
fteqm_0.90,cifar10,0.9,auto,399,10,228.19593811035156,completed
fteqm_0.90,cifar10,0.9,auto,399,20,35.871795654296875,completed
fteqm_0.90,cifar10,0.9,auto,399,50,15.847794532775879,completed
fteqm_0.90,cifar10,0.9,auto,399,100,14.226795196533203,completed
fteqm_0.90,cifar10,0.9,auto,499,4,411.3888244628906,completed
fteqm_0.90,cifar10,0.9,auto,499,10,234.37635803222656,completed
fteqm_0.90,cifar10,0.9,auto,499,20,29.94601821899414,completed
fteqm_0.90,cifar10,0.9,auto,499,50,9.480682373046875,completed
fteqm_0.90,cifar10,0.9,auto,499,100,8.230273246765137,completed
fteqm_0.90,cifar10,0.9,auto,599,4,414.5489501953125,completed
fteqm_0.90,cifar10,0.9,auto,599,10,219.51654052734375,completed
fteqm_0.90,cifar10,0.9,auto,599,20,22.378999710083008,completed
fteqm_0.90,cifar10,0.9,auto,599,50,8.456207275390625,completed
fteqm_0.90,cifar10,0.9,auto,599,100,7.510450839996338,completed
fteqm_0.90,cifar10,0.9,auto,699,4,407.597412109375,completed
fteqm_0.90,cifar10,0.9,auto,699,10,216.26931762695312,completed
fteqm_0.90,cifar10,0.9,auto,699,20,24.18922996520996,completed
fteqm_0.90,cifar10,0.9,auto,699,50,7.210571765899658,completed
fteqm_0.90,cifar10,0.9,auto,699,100,6.155556678771973,completed
fteqm_0.90,cifar10,0.9,auto,799,4,410.991943359375,completed
fteqm_0.90,cifar10,0.9,auto,799,10,233.07984924316406,completed
fteqm_0.90,cifar10,0.9,auto,799,20,29.731624603271484,completed
fteqm_0.90,cifar10,0.9,auto,799,50,8.781024932861328,completed
fteqm_0.90,cifar10,0.9,auto,799,100,7.372128963470459,completed
fteqm_0.90,cifar10,0.9,auto,899,4,416.94830322265625,completed
fteqm_0.90,cifar10,0.9,auto,899,10,248.3915557861328,completed
fteqm_0.90,cifar10,0.9,auto,899,20,35.64983367919922,completed
fteqm_0.90,cifar10,0.9,auto,899,50,9.230024337768555,completed
fteqm_0.90,cifar10,0.9,auto,899,100,7.396186828613281,completed
