run_id,exp_name,dataset,seed,stage,checkpoint_epoch,path_family,clock_family,clock_param_name,clock_param_value,solver,nfe,step_count,real_samples,synthetic_samples,metric,value,status,artifact_group
trig_vp_ft_beta_0_3:ep499:nfe50:is_mean,trig_vp_ft_beta_0_3,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.3,heun2,50,25,12500,12500,is_mean,9.0029296875,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_3:ep499:nfe50:is_std,trig_vp_ft_beta_0_3,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.3,heun2,50,25,12500,12500,is_std,0.08655194938182831,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe10:fid,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,10,5,12500,12500,fid,106.5514907836914,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe10:precision,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,10,5,12500,12500,precision,0.20789998769760132,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe10:recall,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,10,5,12500,12500,recall,0.3425999879837036,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe10:is_mean,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,10,5,12500,12500,is_mean,6.045662879943848,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe10:is_std,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,10,5,12500,12500,is_std,0.06728354841470718,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe20:fid,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,20,10,12500,12500,fid,76.13813018798828,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe20:precision,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,20,10,12500,12500,precision,0.2126999944448471,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe20:recall,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,20,10,12500,12500,recall,0.46059998869895935,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe20:is_mean,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,20,10,12500,12500,is_mean,8.156267166137695,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe20:is_std,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,20,10,12500,12500,is_std,0.15685836970806122,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe50:fid,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,50,25,12500,12500,fid,37.866756439208984,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe50:precision,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,50,25,12500,12500,precision,0.44699999690055847,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe50:recall,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,50,25,12500,12500,recall,0.5608999729156494,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe50:is_mean,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,50,25,12500,12500,is_mean,9.032824516296387,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_5:ep499:nfe50:is_std,trig_vp_ft_beta_0_5,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.5,heun2,50,25,12500,12500,is_std,0.14358997344970703,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe10:fid,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,10,5,12500,12500,fid,62.90217208862305,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe10:precision,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,10,5,12500,12500,precision,0.45749998092651367,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe10:recall,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,10,5,12500,12500,recall,0.3726999759674072,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe10:is_mean,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,10,5,12500,12500,is_mean,7.252922058105469,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe10:is_std,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,10,5,12500,12500,is_std,0.05539049208164215,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe20:fid,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,20,10,12500,12500,fid,24.23994255065918,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe20:precision,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,20,10,12500,12500,precision,0.5414000153541565,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe20:recall,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,20,10,12500,12500,recall,0.559499979019165,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe20:is_mean,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,20,10,12500,12500,is_mean,8.60400104522705,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe20:is_std,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,20,10,12500,12500,is_std,0.09729985892772675,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe50:fid,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,50,25,12500,12500,fid,10.818646430969238,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe50:precision,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,50,25,12500,12500,precision,0.6625999808311462,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe50:recall,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,50,25,12500,12500,recall,0.6574000120162964,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe50:is_mean,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,50,25,12500,12500,is_mean,8.252954483032227,completed,ft_clock_trig_vp
trig_vp_ft_beta_0_7:ep499:nfe50:is_std,trig_vp_ft_beta_0_7,cifar10,0,eval,499,trig_vp,ft_vp_beta,beta,0.7,heun2,50,25,12500,12500,is_std,0.10490437597036362,completed,ft_clock_trig_vp
