run_id,exp_name,dataset,seed,stage,checkpoint_epoch,path_family,clock_family,clock_param_name,clock_param_value,solver,nfe,step_count,real_samples,synthetic_samples,metric,value,status,artifact_group
linear_uniform:ep499:nfe4:fid,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,4,2,12500,12500,fid,289.2790222167969,completed,ft_clock_linear_main
linear_uniform:ep499:nfe4:precision,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,4,2,12500,12500,precision,0.08879999816417694,completed,ft_clock_linear_main
linear_uniform:ep499:nfe4:recall,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,4,2,12500,12500,recall,0.0011999999405816197,completed,ft_clock_linear_main
linear_uniform:ep499:nfe6:fid,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,6,3,12500,12500,fid,173.40652465820312,completed,ft_clock_linear_main
linear_uniform:ep499:nfe6:precision,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,6,3,12500,12500,precision,0.29659998416900635,completed,ft_clock_linear_main
linear_uniform:ep499:nfe6:recall,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,6,3,12500,12500,recall,0.12119999527931213,completed,ft_clock_linear_main
linear_uniform:ep499:nfe8:fid,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,8,4,12500,12500,fid,116.92234802246094,completed,ft_clock_linear_main
linear_uniform:ep499:nfe8:precision,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,8,4,12500,12500,precision,0.32850000262260437,completed,ft_clock_linear_main
linear_uniform:ep499:nfe8:recall,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,8,4,12500,12500,recall,0.23819999396800995,completed,ft_clock_linear_main
linear_uniform:ep499:nfe10:fid,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,10,5,12500,12500,fid,87.02867889404297,completed,ft_clock_linear_main
linear_uniform:ep499:nfe10:precision,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,10,5,12500,12500,precision,0.34610000252723694,completed,ft_clock_linear_main
linear_uniform:ep499:nfe10:recall,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,10,5,12500,12500,recall,0.32009997963905334,completed,ft_clock_linear_main
linear_uniform:ep499:nfe15:fid,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,15,8,12500,12500,fid,11.941577911376953,completed,ft_clock_linear_main
linear_uniform:ep499:nfe15:precision,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,15,8,12500,12500,precision,0.6541999578475952,completed,ft_clock_linear_main
linear_uniform:ep499:nfe15:recall,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,15,8,12500,12500,recall,0.6237999796867371,completed,ft_clock_linear_main
linear_uniform:ep499:nfe20:fid,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,20,10,12500,12500,fid,37.819671630859375,completed,ft_clock_linear_main
linear_uniform:ep499:nfe20:precision,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,20,10,12500,12500,precision,0.4535999894142151,completed,ft_clock_linear_main
linear_uniform:ep499:nfe20:recall,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,20,10,12500,12500,recall,0.5241000056266785,completed,ft_clock_linear_main
linear_uniform:ep499:nfe30:fid,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,30,15,12500,12500,fid,22.593050003051758,completed,ft_clock_linear_main
linear_uniform:ep499:nfe30:precision,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,30,15,12500,12500,precision,0.5468999743461609,completed,ft_clock_linear_main
linear_uniform:ep499:nfe30:recall,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,30,15,12500,12500,recall,0.5874999761581421,completed,ft_clock_linear_main
linear_uniform:ep499:nfe50:fid,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,50,25,12500,12500,fid,11.600393295288086,completed,ft_clock_linear_main
linear_uniform:ep499:nfe50:precision,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,50,25,12500,12500,precision,0.6366999745368958,completed,ft_clock_linear_main
linear_uniform:ep499:nfe50:recall,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,50,25,12500,12500,recall,0.6365000009536743,completed,ft_clock_linear_main
linear_uniform:ep499:nfe100:fid,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,100,50,12500,12500,fid,6.731564521789551,completed,ft_clock_linear_main
linear_uniform:ep499:nfe100:precision,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,100,50,12500,12500,precision,0.6915000081062317,completed,ft_clock_linear_main
linear_uniform:ep499:nfe100:recall,linear_uniform,cifar10,0,eval,499,linear,uniform,none,,heun2,100,50,12500,12500,recall,0.6570999622344971,completed,ft_clock_linear_main
linear_ft_beta_0_2:ep499:nfe4:fid,linear_ft_beta_0_2,cifar10,0,eval,499,linear,ft_linear_beta,beta,0.2,heun2,4,2,12500,12500,fid,197.36083984375,completed,ft_clock_linear_main
linear_ft_beta_0_2:ep499:nfe4:precision,linear_ft_beta_0_2,cifar10,0,eval,499,linear,ft_linear_beta,beta,0.2,heun2,4,2,12500,12500,precision,0.4761999845504761,completed,ft_clock_linear_main
